name,abn,tier,supply_nation,entity_type,sector,state,remoteness,seifa_decile,latest_revenue,donates_to_party,party_donations
"NORTHAM DISTRICTS GLASS PTY LTD","52650220134","acnc_indigenous","true","social_enterprise","Glazing supplies & services","WA","Inner Regional Australia","2","","false",""
"Goombading Aboriginal Corporation","52650841085","oric","false","indigenous_corp","Community","WA","Very Remote Australia","3","","false",""
"HUNTER BUILT NSW PTY LTD","52653242703","acnc_indigenous","true","social_enterprise","Carpentry & joinery services","NSW","Major Cities of Australia","6","","false",""
"Pindari Aboriginal Corporation","52653308377","oric","false","indigenous_corp","Indigenous","","","","","false",""
"Weymul Aboriginal Corporation","52653671236","oric","false","indigenous_corp","Community","WA","Very Remote Australia","1","","false",""
"Mandjar Services Torres Strait Islander & Aboriginal Corporation","52653872596","oric","false","indigenous_corp","housing","NSW","Major Cities of Australia","5","","false",""
"I24S SALES PTY LTD","52657379470","acnc_indigenous","true","social_enterprise","Fuels","ACT","Major Cities of Australia","4","","false",""
"JEDISON WELLS PTY LTD","52658675097","acnc_indigenous","true","social_enterprise","Counselling services","ACT","Inner Regional Australia","8","","false",""
"Nyak-Nyakngu Aboriginal Corporation","52663276103","oric","false","indigenous_corp","Health","NT","Very Remote Australia","1","","false",""
"PHYSIHOME PTY LTD","52663689807","acnc_indigenous","true","social_enterprise","","NSW","Major Cities of Australia","6","","false",""
"SERVANTES GROUP PTY LTD","52664026297","acnc_indigenous","true","social_enterprise","Indigenous & Aboriginal support services & programs","SA","Outer Regional Australia","6","","false",""
"North Midlands Aboriginal Corporation","52674096450","oric","false","indigenous_corp","Community","","Remote Australia","5","","false",""
"MULGA RAIL & CIVIL PTY LTD","52677568795","acnc_indigenous","true","social_enterprise","Civil construction","WA","Remote Australia","9","","false",""
"Baluk Arts Aboriginal and Torres Strait Islander Corporation","52678116723","oric","true","indigenous_corp","Health","VIC","Major Cities of Australia","10","","false",""
"RIVER TO HILLS REFRIGERATION PTY LTD","52685272619","acnc_indigenous","true","social_enterprise","Air conditioner installation (commercial and domestic)","SA","Inner Regional Australia","1","","false",""
"INSIGHT FIRE PROTECTION","52686586687","acnc_indigenous","true","social_enterprise","","VIC","Inner Regional Australia","8","","false",""
"YAWARRA SERVICES PTY LTD","52688068313","acnc_indigenous","true","social_enterprise","Carer's support & respite services","NSW","Major Cities of Australia","9","","false",""
"JULGARA CONCRETE PUMPING PTY LTD","52689404877","acnc_indigenous","true","social_enterprise","Concrete pumps hire","WA","Major Cities of Australia","1","","false",""
"GREEN FROG VENDING PTY LTD","52691687457","acnc_indigenous","true","social_enterprise","Food & drink vending machines & services","QLD","Major Cities of Australia","6","","false",""
"TOUCH AND GLOW CLEANING SPECIALIST PTY LTD","52693147876","acnc_indigenous","true","social_enterprise","Car cleaning","NSW","Inner Regional Australia","2","","false",""
"Sovereign Systems Pty Ltd","52695713903","acnc_indigenous","true","social_enterprise","Quality assurance services","ACT","Major Cities of Australia","4","","false",""
"Durri Aboriginal Corporation Medical Service","52730046875","oric","false","indigenous_corp","Health","NSW","Outer Regional Australia","1","","false",""
"Lullumb Indigenous Corporation","52759543442","oric","false","indigenous_corp","Community","WA","Very Remote Australia","3","","false",""
"WHG Country Aboriginal Corporation","52762575617","oric","false","indigenous_corp","Community","QLD","Inner Regional Australia","2","","false",""
"The Fighting Temptations Youth Group Aboriginal Corporation","52808779243","oric","false","indigenous_corp","Social Welfare","NSW","Outer Regional Australia","5","","false",""
"NGAMIIR (Peoples of the Great Barrier Reef) INDIGENOUS CORPORATION","52814995863","oric","false","indigenous_corp","Indigenous","QLD","","","","false",""
"u-Rippa SEA","52852067646","acnc_indigenous","true","social_enterprise","","ACT","Major Cities of Australia","10","","false",""
"Yamatji Wirriya Aboriginal Corporation","52901914080","oric","false","indigenous_corp","land-management","WA","Very Remote Australia","4","","false",""
"The Trustee for SN Dwyer Family Trust","52932460988","acnc_indigenous","true","social_enterprise","Doors & windows & glass","NSW","Inner Regional Australia","5","","false",""
"Yamatji Media Aboriginal Corporation","52958592156","oric","false","indigenous_corp","Community","WA","Very Remote Australia","2","","false",""
"Murrindindi-Woodbourne Community Hub Inc","52978795473","self_identified","false","company","Community","VIC","Inner Regional Australia","5","","false",""
"Mataranka Aboriginal Land Trust","52992939989","oric","false","indigenous_corp","Indigenous","NT","Outer Regional Australia","9","","false",""
"paperbarklove","53030711887","acnc_indigenous","true","social_enterprise","","ACT","Outer Regional Australia","2","","false",""
"Mount Magnet Aboriginal Corporation","53034867512","oric","false","indigenous_corp","Health","WA","Very Remote Australia","1","","false",""
"Arlpwe Artists Aboriginal Corporation","53051816864","oric","false","indigenous_corp","Health","NT","Very Remote Australia","1","","false",""
"Miriwung and Gajerrong Families Heritage and Land Council Aboriginal Corporation","53070743567","oric","false","indigenous_corp","Community","WA","Very Remote Australia","2","","false",""
"PRINT JUNCTION PTY LTD","53079145994","acnc_indigenous","true","social_enterprise","NAIDOC products & services","ACT","Major Cities of Australia","1","","false",""
"Malikijarra Aboriginal Corporation","53102660267","oric","false","indigenous_corp","Community","NT","Very Remote Australia","","","false",""
"Wongarra Aboriginal Corporation","53114921167","oric","false","indigenous_corp","Indigenous","","","","","false",""
"Beetson and Associates Pty Limited","53132803537","acnc_indigenous","true","social_enterprise","Indigenous & Aboriginal support services & programs","ACT","Major Cities of Australia","6","","false",""
"UC HIRE QLD PTY LTD","53138126431","acnc_indigenous","true","social_enterprise","Civil construction","ACT","Major Cities of Australia","8","","false",""
"TORRES STRAIT OUTRIGGER CANOE CLUB INC.","53237042740","self_identified","false","company","","QLD","Very Remote Australia","1","","false",""
"Ellimatta Housing Aboriginal Corporation","53245054789","oric","false","indigenous_corp","housing","NSW","Remote Australia","1","","false",""
"Carnarvon Trustees Aboriginal Corporation","53248767457","oric","false","indigenous_corp","Community","WA","Very Remote Australia","2","","false",""
"JNL ELECTRICAL SERVICES","53256695769","acnc_indigenous","true","social_enterprise","Electrical services","NSW","Major Cities of Australia","8","","false",""
"inala Indigenous Community Church Inc","53258346442","oric","false","indigenous_corp","Indigenous","QLD","Major Cities of Australia","1","","false",""
"GURINGGAI ABORIGINAL CORPORATION","53258620983","oric","false","indigenous_corp","Indigenous","NSW","Outer Regional Australia","6","","false",""
"T.O. Corporate Interface","53300563852","acnc_indigenous","true","social_enterprise","","ACT","Major Cities of Australia","5","","false",""
"Murray IBAI Aboriginal Corporation","53311889213","oric","false","indigenous_corp","Indigenous","NSW","Remote Australia","1","","false",""
"WALBUL WALBUL ART","53346704066","acnc_indigenous","true","social_enterprise","Advertising: print","ACT","Outer Regional Australia","4","","false",""
"Hogarth Arts Australia (Aboriginal Arts)","53370604045","self_identified","false","social_enterprise","Arts & crafts equipment & accessories & supplies","ACT","Inner Regional Australia","2","","false",""
"Wuthathi Council Aboriginal Corporation","53394317092","oric","false","indigenous_corp","Indigenous","","","","","false",""
"Sunraysia Indigenous Community Aboriginal Corporation","53394491140","oric","false","indigenous_corp","Health","VIC","Outer Regional Australia","7","","false",""
"Australian Indigenous Rugby League Aboriginal Corporation","53399283305","oric","false","indigenous_corp","Community","","Major Cities of Australia","7","","false",""
"Wandjarri Mali Media Arts and Language Aboriginal Corporation","53406227472","oric","false","indigenous_corp","culture","NSW","Inner Regional Australia","4","","false",""
"GUMBAYNGGIRR CREATIVE","53408143090","acnc_indigenous","true","social_enterprise","Aboriginal artefacts","ACT","Inner Regional Australia","3","","false",""
"Yarrabah Seahawks Rugby League Football and Sports Club Aboriginal Corporation","53412591075","oric","false","indigenous_corp","Community","QLD","Outer Regional Australia","1","","false",""
"The North Coast Aboriginal Corporation for Community Health","53413469595","oric","false","indigenous_corp","Health","QLD","Major Cities of Australia","5","","false",""
"BOGONG DREAMING ARTS","53446601221","acnc_indigenous","true","social_enterprise","Aboriginal artefacts","ACT","Major Cities of Australia","8","","false",""
"Lockhart River Arts Indigenous Corporation","53479232837","oric","false","indigenous_corp","culture","QLD","Very Remote Australia","1","","false",""
"Walkabout Aboriginal Corporation","53486785704","oric","false","indigenous_corp","Indigenous","QLD","","","","false",""
"Jagurru Sports Aboriginal and Torres Strait Islanders Corporation","53524769822","oric","false","indigenous_corp","Community","QLD","Outer Regional Australia","1","","false",""
"CHERBOURG ABORIGINAL JUNIOR RUGBY LEAGUE INCORPORATED","53524984779","oric","false","indigenous_corp","Indigenous","QLD","Inner Regional Australia","1","","false",""
"CUMBO GUNERAH ABORIGINAL HEALTH SERVICE INCORPORATED","53533526629","oric","false","indigenous_corp","Indigenous","NSW","Outer Regional Australia","3","","false",""
"Derby Media Aboriginal Corporation","53533728848","oric","false","indigenous_corp","Community","WA","Very Remote Australia","1","","false",""
"Quadgee Aboriginal Corporation","53537066551","oric","false","indigenous_corp","Community","QLD","Major Cities of Australia","1","","false",""
"Kamaku Business Enterprises Aboriginal Corporation","53543124389","oric","false","indigenous_corp","housing","NSW","Major Cities of Australia","5","","false",""
"T I Trust","53545805155","acnc_indigenous","true","social_enterprise","Dozers hire","ACT","Major Cities of Australia","10","","false",""
"Kija Aboriginal Corporation","53563716037","self_identified","true","social_enterprise","Cultural awareness training","QLD","Major Cities of Australia","7","","false",""
"Budawa Aboriginal Signage Group - Aboriginal Corporation","53573397972","oric","false","indigenous_corp","Community","NSW","Major Cities of Australia","10","","false",""
"Narang Bir-rong Aboriginal Corporation","53577022604","oric","false","indigenous_corp","Health","NSW","Major Cities of Australia","5","","false",""
"Liku Aboriginal Corporation","53600417347","oric","false","indigenous_corp","Indigenous","","","","","false",""
"TSS Total Surveying Solutions Pty Ltd","53603458546","acnc_indigenous","true","social_enterprise","Aerial surveys & photographic services","ACT","Major Cities of Australia","10","","false",""
"YALANJI SUPPLIES PTY LTD","53604117811","acnc_indigenous","true","social_enterprise","Landscaping services & supplies","ACT","Outer Regional Australia","4","","false",""
"TORRES STRAIT LANDSCAPING","53613391576","self_identified","false","company","","QLD","Outer Regional Australia","7","","false",""
"FREEMAN & MARX PTY LTD","53624478057","acnc_indigenous","true","social_enterprise","Landscaping design & architecture services","ACT","Major Cities of Australia","6","","false",""
"KANON PTY LTD","53628200742","acnc_indigenous","true","social_enterprise","Plumbing maintenance supplies & services","NSW","Major Cities of Australia","5","","false",""
"BOSS HIRE PTY LTD","53632538740","acnc_indigenous","true","social_enterprise","Access equipment hire","NSW","Inner Regional Australia","7","","false",""
"Thunderstone Aboriginal Cultural Services Pty Ltd","53634890181","self_identified","false","company","Arts & Culture","ACT","Major Cities of Australia","8","","false",""
"Edvice Pty Ltd","53638750268","acnc_indigenous","true","social_enterprise","Adult & community education programs","ACT","Inner Regional Australia","10","","false",""
