name,abn,donated,donation_count,parties,contract_value,contract_count,contract_per_donation_dollar,sector,state,is_community_controlled
"Jones Lang Lasalle (ACT) Pty Ltd","69008585260","72687938","326","Australian Labor Party (State of Queensland); Health Services Union NSW; John Curtin House Limited; John McEwen House Pty Ltd; Liberal Party of Australia (S.A. Division); National Union of Workers - National Office; National Union of Workers SA Branch; United Workers Union; Vapold Pty Ltd","2816362970","1611","39","Finance","NSW","false"
"AUSTRALIAN NATIONAL AUDIT OFFICE","33020645631","70542348","16","John Curtin House Limited","4420809","42","0","","ACT","false"
"Trust Company of Australia Ltd","59004027749","70540824","5","Australian Democrats; Australian Democrats - WA Division; John Curtin House Limited","765212549","37","11","","NSW","false"
"DEPARTMENT OF FINANCE","99593347728","70306580","282","Australian Labor Party (ALP); Australian Labor Party (South Australian Branch); Australian Labor Party (Victorian Branch); Constituent Management Services Pty Ltd; Liberal Party (W.A. Division) Inc; Liberal Party of Australia; National Party of Australia; The Chifley Research Centre Ltd; The Green Institute Limited; The Menzies Research Centre Limited; The Page Research Centre Ltd","49482799","30","1","Finance","WA","false"
"MACQUARIE INVESTMENT HOLDINGS PTY LIMITED (18 122 939 600)","90086159060","70098562","12","Australian Institute of Marine and Power Engineers; Labor Holdings Pty Ltd; National Party of Australia (Queensland)","10580638","1","0","Finance","NSW","false"
"Slater & Gordon Pty Ltd","93097297400","67374558","443","Aust Building Const Employees & Builders Labour Fed (QLD Br); Australian Council of Trade Unions; Australian Labor Party (ACT Branch); Australian Labor Party (ALP); Australian Labor Party (ALP) - NATIONAL; Australian Labor Party (N.S.W. Branch); Australian Labor Party (N.S.W. Branch) - NSW; Australian Labor Party (State of Queensland); Australian Labor Party (Victorian Branch); Australian Labor Party (Victorian Branch) - VIC; Australian Labor Party (Western Australian Branch); Australian Labour Party; Australian Municipal Administrative Clerical & Services Union - Queensland Together Branch; Australian Rail Tram & Bus Union (Victorian Branch); Automotive Food Metals Engineering Printing & Kindred Ind. Union; CFMEU - Construction & General Division (WA Branch); CFMEU - Mining Division (Nth NSW District); CFMEU Construction & General Division VIC/TAS Branch; CFMEU FFPD Division; CFMEU Northern Mining & NSW Energy District; CFMMEU - Maritime Union of Australia Division; Communication Workers Union Central Branch; Construction Forestry Maritime Mining & Energy Union The Construction & General Division ACT Divisional Branch; Construction, Forestry, Maritime Employees Union; Electrical Trades Union of Australia NSW Branch; EMILY's List Australia; Mining and Energy Union; Transport Workers Union (WA Branch); United Workers Union","84707","5","0","","VIC","false"
"A G COOMBS SERVICING PTY LIMITED (57 053 933 056)","57053933056","67261104","15","Australian Labor Party (N.S.W. Branch); CFMEU Mining & Energy Division (Qld District Branch); National Party of Australia - N.S.W. - NSW","61204","3","0","Mining","VIC","false"
"Were Stockbroking Ltd","21006797897","63429230","362","1973 Foundation Pty Ltd; Australian Labor Party - National Secretariat; Australian Labor Party (ALP); Australian Labor Party (ALP) - NATIONAL; Australian Labor Party (N.S.W. Branch); Australian Labor Party (N.S.W. Branch) - NSW; Australian Labor Party (NSW Branch); Australian Labor Party (South Australian Branch); Australian Labor Party (South Australian Branch) - SA; Australian Labor Party (State of Queensland); Australian Labor Party (State of Queensland) - QLD; Australian Labor Party (Tasmanian Branch); Australian Labor Party (VIC Branch); Australian Labor Party (Victorian Branch); Australian Labor Party (Victorian Branch) - VIC; Cormack Foundation Pty Ltd; Higgins 200 Club; Liberal Party (W.A. Division) Inc; Liberal Party of Australia; Liberal Party of Australia - Federal Secretariat; Liberal Party of Australia - NATIONAL; Liberal Party of Australia (NSW Division); Liberal Party of Australia (QLD Division); Liberal Party of Australia (S.A. Division); Liberal Party of Australia (S.A. Division) - SA; Liberal Party of Australia (VIC Division); Liberal Party of Australia (Victorian Division); Liberal Party of Australia (Victorian Division) - VIC; Liberal Party of Australia (WA Division) Inc; Liberal Party of Australia, NSW Division; Liberal Party of Australia, NSW Division - NSW; Millennium Forum; National Party of Australia; National Party of Australia - NATIONAL; National Party of Australia - Victoria; National Party of Australia (Queensland); Progressive Business Association; Progressive Business Association Inc; Transport Workers Union of Australia SA/NT Branch; Vapold Pty Ltd","6549835","1","0","Finance","VIC","false"
"Electoral Commission SA","99891752468","60969842","374","Animal Justice Party; Australian Conservatives; Australian Democrats NSW Division; Australian Democrats SA Division; Australian Greens (South Australia); Australian Greens Queensland Branch; Australian Labor Party (N.S.W. Branch); Australian Labor Party (South Australian Branch); Christian Democratic Party (Fred Nile Group); Family First Party - SA; Liberal Party (W.A. Division) Inc; Liberal Party of Australia - Queensland Division; Liberal Party of Australia (S.A. Division); Liberal Party of Australia, NSW Division; National Party of Australia - N.S.W.; One Nation Queensland Division; Outdoor Recreation Party; Palmer United Party; Pauline Hanson's One Nation; Queensland Greens; Republican Party of Australia; The Greens NSW","176000","2","0","","SA","false"
"NESTLE AUSTRALIA LIMITED","77000011316","60896884","1170","Australian Labor Party (ALP); Australian Labor Party (State of Queensland); Australian Labor Party (Western Australian Branch); Australian Municipal Administrative Clerical and Services Union; Australian Nursing & Midwifery Federation; Australian Workers Union - National Office; Automotive Food Metals Engineering Printing & Kindred Ind. Union; CEPU Communications Division (CWU QLD Branch); CFMEU FFPD Division; Construction, Forestry, Maritime Employees Union; Labor Services & Holding Pty Ltd ATF the Labor Services and Holding Trust; Mining and Energy Union; Shop, Distributive and Allied Employees Association, South Australian and Northern Territory Branch","483789","15","0","Agriculture","NSW","false"
"Department of Infrastructure and Regional Development","86267354017","52683988","18","Australian Automobile Association; Australian Education Union","34673210","39","1","","ACT","false"
"ATO PAYMENT","51824753556","49376300","358","A.C.N. 009 936 010 Pty Ltd; A.C.N. 010 507 614 Pty Ltd; Animal Justice Party; Aust Building Const Employees & Builders Labour Fed (QLD Br); Australasian Meat Industry Employees Union Victorian Branch; Australasian Meat Industry Employees' Union - QWANT Branch; Australian Chamber of Commerce and Industry; Australian Conservatives; Australian Greens; Australian Greens (South Australia); Australian Greens Victoria; Australian Greens, Tasmanian Branch; Australian Labor Party (ALP); Australian Labor Party (N.S.W. Branch); Australian Labor Party (South Australian Branch); Australian Labor Party (Tasmanian Branch); Australian Labor Party (Victorian Branch); Australian Labor Party (Western Australian Branch); Australian Nursing & Midwifery Federation; Australian Rail Tram & Bus Industry Union SA/NT; Australian Rail Tram & Bus Industry Union, Queensland Branch; Australian Services Union SA - NT Branch; Australian Workers Union WA Branch; Canberra Labor Club Limited; CEPU Plumbing Division - NSW (CEPU of Australia NSW Branch); CEPU Plumbing Division Victoria; CFMEU Construction & General Division VIC/TAS Branch; Construction Forestry Mining & Energy Union (NSW Branch) Construction & General Division (NSW State Body); Construction Forestry Mining & Energy, Industrial Union of Employees, Queensland - Construction and General Division; Construction, Forestry, Maritime Employees Union; Country Labor Party; David Pocock; Derryn Hinch's Justice Party; Electrical Trades Union of Australia - Victoria Branch; Electrical Trades Union of Australia NSW Branch; Electrical Trades Union of Employees Queensland; Forward Brisbane Leadership; Laneway Assets Pty Ltd; Liberal Democratic Party; Liberal National Party of Queensland; Liberal Party of Australia - Queensland Division; Liberal Party of Australia - Tasmanian Division; Liberal Party of Australia (S.A. Division); Media Entertainment & Arts Alliance; Minerals Council of Australia; National Party of Australia; National Party of Australia - Victoria; National Party of Australia (WA) Inc; National Union of Workers - National Office; New South Wales Local Government Clerical Administrative Energy Airlines & Utilities Union T/A United Services Union; North Sydney's Independent Pty Ltd atf North Sydney Independent Candidate Fund; Parakeelia Pty Ltd; Pauline Hanson's One Nation; Perth Trades Hall Inc; Shop, Distributive and Allied Employees Association, South Australia; Shop, Distributive and Allied Employees Association, South Australian and Northern Territory Branch; The Australian Workers' Union of Employees Queensland; The Australian Workers' Union Victorian Branch; The Chifley Research Centre Ltd; The Greens (WA) Inc; The Greens NSW; Transport Workers Union (WA Branch); United Australia Party; United Firefighters Union of SA Inc; United Workers Union; Universities Australia; Warringah Independent Limited","143860180","96","3","","NSW","false"
"COLES SUPERMARKETS AUSTRALIA PTY LTD","45004189708","44018126","24","Liberal Party (W.A. Division) Inc; Shop Distributive and Allied Employees Association (QLD Branch)","396048","9","0","Retail","VIC","false"
"WA Electoral Commission","25707055649","43890548","56","Australian Labor Party (Western Australian Branch); Liberal Party (W.A. Division) Inc; National Party of Australia (WA) Inc; The Greens (WA) Inc","127441","1","0","","WA","false"
"United Super Ltd","46006261623","42390644","376","Australian Council of Trade Unions; Australian Nursing & Midwifery Federation; Australian Workers Union - National Office; Automotive Food Metals Engineering Printing & Kindred Ind. Union; CEPU Engineering & Electrical Division WA Branch; CEPU Plumbing Division - NSW (CEPU of Australia NSW Branch); CEPU Plumbing Division Queensland Branch; CEPU Plumbing Division Victoria; CFMEU - Construction & General Division (WA Branch); CFMEU - Construction and General Division (NT); CFMEU Construction & General Division VIC/TAS Branch; CFMEU Construction and General Division South Australian Branch; CFMEU Construction and General Division, New South Wales Divisional Branch; Communications, Electrical and Plumbing Union - Electrical, Energy and Services Division; Construction Forestry Maritime Mining & Energy Union The Construction & General Division ACT Divisional Branch; Construction Forestry Mining & Energy, Industrial Union of Employees, Queensland - Construction and General Division; Construction, Forestry, Maritime Employees Union; Electrical Trades Union of Australia - Victoria Branch; Electrical Trades Union of Australia NSW Branch; Family First Party; Industry Super Australia; Master Builders Australia Ltd; Media Entertainment & Arts Alliance; The Australian Workers' Union Victorian Branch","21746","2","0","Finance","VIC","false"
"MORGAN STANLEY AUSTRALIA LIMITED (67 003 734 576)","19009145555","42198764","248","Australian Labor Party (ALP); Australian Labor Party (N.S.W. Branch); CFMEU Northern Mining & NSW Energy District; Construction, Forestry, Maritime Employees Union; Liberal Party of Australia, NSW Division; Mining and Energy Union","345696","10","0","Finance","VIC","false"
"Unity Bank Ltd","11087650315","42068350","381","Australian Council of Trade Unions; Australian Labor Party - National Secretariat; Australian Labor Party (ALP); Australian Labor Party (N.S.W. Branch); Australian Labor Party (N.S.W. Branch) - NSW; Australian Labor Party (SA Branch); Australian Labor Party (South Australian Branch); Australian Labor Party (South Australian Branch) - SA; Australian Labor Party (State of Queensland); Australian Labor Party (State of Queensland) - QLD; Australian Labor Party (Tasmanian Branch); Australian Labor Party (VIC Branch); Australian Labor Party (Victorian Branch); Australian Labor Party (Victorian Branch) - VIC; Australian Labor Party (WA Branch); Australian Labor Party (Western Australian Branch); Australian Labor Party (Western Australian Branch) - WA; Australian Workers Union WA Branch; CFMEU - Construction & General Division (WA Branch); CFMEU - Mining Division (Nth NSW District); CFMEU Construction and General Division, New South Wales Divisional Branch; CFMEU FFPD Division; CFMEU Manufacturing Division; CFMEU Mining & Energy Division (Qld District Branch); CFMEU Northern Mining & NSW Energy District; CFMMEU - Maritime Union of Australia Division; Construction, Forestry, Maritime Employees Union; Mining and Energy Union; The Greens (WA) Inc; Transport Workers Union of New South Wales; Transport Workers Union VIC/TAS Branch","11355","1","0","Finance","NSW","false"
"DEPARTMENT OF EMPLOYMENT AND WORKPLACE RELATIONS","96584957427","41153920","16","Australian Council of Trade Unions; Australian Nursing & Midwifery Federation (SA Branch) (State Body); Communications, Electrical and Plumbing Union - Electrical, Energy and Services Division; Master Builders Australia Ltd","236777","7","0","","ACT","false"
"LINFOX ARMAGUARD PTY LTD","83099701872","40570600","564","Canberra Labor Club Limited","41046130","7","1","Transport","VIC","false"
"Tyro Payments Ltd","49103575042","39392004","1704","Canberra Labor Club Limited","30046547","1","1","Finance","NSW","false"
"Fat Zebra Pty Ltd TA Fat Zebra","89154014785","38985540","842","Australian Council of Trade Unions; Automotive Food Metals Engineering Printing & Kindred Ind. Union","25000","1","0","","NSW","false"
"SYDNEY DESIGN PARTNERSHIP PTY LTD","82127419603","37175862","40","Australian Labor Party (N.S.W. Branch); Country Labor Party; Shop Distributive & Allied Employees' Association NSW Branch; Shop, Distributive & Allied Employees' Association - National","405040","1","0","","NSW","false"
"KNIGHT FRANK","86087710192","36943624","224","Automotive Food Metals Engineering Printing & Kindred Ind. Union; Construction Forestry Maritime Mining & Energy Union The Construction & General Division ACT Divisional Branch; Country Liberal Party (NT); Liberal Party (W.A. Division) Inc","37879","2","0","","SA","false"
"COLONIAL FIRST STATE","26458298557","36143032","42","Australian Labor Party (State of Queensland); Australian Labor Party (Western Australian Branch); Construction Forestry Mining & Energy, Industrial Union of Employees, Queensland - Construction and General Division; Construction, Forestry, Maritime Employees Union; Liberal Party (W.A. Division) Inc; Liberal Party of Australia (Victorian Division); Liberal Party of Australia, NSW Division; Shop Distributive and Allied Employees Association (QLD Branch)","79114","1","0","","NSW","false"
"Bendigo Bank","11068049178","34715434","175","Aust Building Const Employees & Builders Labour Fed (QLD Br); Australian Greens; Australian Greens (South Australia); Australian Greens Victoria; Australian Labor Party (N.S.W. Branch); Australian Labor Party (South Australian Branch); Australian Labor Party (State of Queensland); Australian Labor Party (VIC Branch); Australian Services Union SA - NT Branch; Electrical Trades Union of Australia - Victoria Branch; John Curtin House Limited; Labor Holdings Pty Ltd; Liberal Party of Australia (S.A. Division); Liberal Party of Australia (VIC Division); Liberal Party of Australia (Victorian Division); MINERALOGY PTY LTD; National Party of Australia - Victoria; Queensland Nurses Union of Employees; The Australian Greens - Victoria; United Workers Union","20726127","3","1","Finance","VIC","false"
"Wesfarmers Limited","28008984049","32036066","502","ALP National (ALP-FED); Australian Labor Party - National Secretariat; Australian Labor Party (ALP); Australian Labor Party (ALP) - NATIONAL; Australian Labor Party (WA Branch); Australian Labor Party (Western Australia Branch) (ALP-WA); Australian Labor Party (Western Australian Branch); Australian Labor Party (Western Australian Branch) - WA; Business Council of Australia; Cormack Foundation Pty Ltd; Higgins Foundation Ltd; Labor Holdings Pty Ltd; Liberal Party (W.A. Division) Inc; Liberal Party (W.A. Division) Inc.; Liberal Party (W.A. Division) Inc. - WA; Liberal Party (W.A. Division) Inc. (LIB-WA); Liberal Party of Australia; Liberal Party of Australia - Federal Secretariat; Liberal Party of Australia - NATIONAL; Liberal Party of Australia - Queensland Division; Liberal Party of Australia (WA Division) Inc; Liberal Party of Australia, NSW Division; National Club Limited; National Party of Australia; National Party of Australia - NATIONAL; National Party of Australia - National Secretariat; National Party of Australia (WA) Inc; National Party of Australia (WA) Inc - WA; Shop, Distributive and Allied Employees Association, South Australia; The 500 Club Inc; The Liberal Party of Australia (LIB-FED); The Liberal Party of Western Australia Pty Ltd","334758","10","0","Mining","WA","false"
